query,query_type,label,cluster,pred
what marijuana does to you,ENTITY,2,-1,0
leading causes of death historic,DESCRIPTION,0,-1,0
what kind of meat is bistec,ENTITY,2,-1,2
when was florence nightingale born,NUMERIC,1,6,1
how long does it take to study diploma early childhood,NUMERIC,1,6,1
what does racf stand for,DESCRIPTION,0,17,0
which mountain peak was a highest on earth before everest was conquered,ENTITY,2,-1,3
does the wimbledon women's champion have a boyfriend gab?,DESCRIPTION,0,-1,0
what is the tax rate in thibodaux louisiana,NUMERIC,1,6,1
what is the weather gonna be like in bensalem tomorrow,DESCRIPTION,0,-1,0
can mupirocin ointment burn your skin,DESCRIPTION,0,17,0
is milk thistle good for lung cancer patients,DESCRIPTION,0,17,0
what hardwoods grow in tasmania,ENTITY,2,-1,2
how to make a wrap with egg,DESCRIPTION,0,17,0
where is madison ci in fl,LOCATION,3,0,3
how much does an esthetician make,NUMERIC,1,6,1
when was european football invented,NUMERIC,1,6,1
Popular Searches on Bing Yesterday,ENTITY,2,-1,0
what is the international number for puerto vallarta mexico,NUMERIC,1,6,1
bryan menges do npi number,NUMERIC,1,-1,1
what was the battle of antietam,DESCRIPTION,0,-1,0
test requirements for late night salivary cortisol sonora,DESCRIPTION,0,-1,0
most famous teacher,PERSON,4,-1,4
what is the longest river in italy?,ENTITY,2,-1,2
does diflucan make urine smell,DESCRIPTION,0,17,0
what is #fbf mean?,DESCRIPTION,0,17,0
co2 per kwh electricity,NUMERIC,1,6,1
"how to mail money order to inmate at fulton county, ga jail",DESCRIPTION,0,17,0
explain why the citric acid cycle is called a cycle,DESCRIPTION,0,-1,0
how to read a dna comparison,DESCRIPTION,0,17,0
how to use your 401k to buy a house,DESCRIPTION,0,17,0
what is the relationship between cms and sacm?,DESCRIPTION,0,17,0
what continent is at the bottom of the earth,LOCATION,3,0,3
where is steve kalise from,LOCATION,3,0,3
how much does bench bar weigh,NUMERIC,1,6,1
can a input in excel be spread across other cells,DESCRIPTION,0,17,0
what does alcohol do to your muscles,DESCRIPTION,0,17,0
what breed of dogs are sporting dogs?,ENTITY,2,-1,2
founder of hinduism and date,PERSON,4,3,4
where is pectineus muscle,LOCATION,3,0,3
what is hyperwallet payment,DESCRIPTION,0,17,0
how to send money to caddo correctional center,DESCRIPTION,0,17,0
where is the blue bayou located?,LOCATION,3,0,3
how much does a managers make for tjx,NUMERIC,1,6,1
what county is rowley ma in,LOCATION,3,0,3
how to measure the hands of a clock,DESCRIPTION,0,17,0
who is dong's energy,PERSON,4,3,4
is earthing necessary for static electricity,DESCRIPTION,0,17,0
what brexit means for the european economy,DESCRIPTION,0,-1,0
define regressed,DESCRIPTION,0,17,0
where is goodwood park,LOCATION,3,0,3
does taking a melatonin supplement help with serotonin deficiency,DESCRIPTION,0,17,0
where do australians come from,LOCATION,3,0,3
average age a child walks,NUMERIC,1,6,1
test of visual motor skills,DESCRIPTION,0,-1,0
highest paying jobs in finance,DESCRIPTION,0,-1,1
what's near the american airline arena,LOCATION,3,0,3
what is abodaba,DESCRIPTION,0,17,0
when is the psych movie coming out,NUMERIC,1,6,1
what is imds number,NUMERIC,1,6,1
define genderization,DESCRIPTION,0,17,0
what is retirement in nyc,DESCRIPTION,0,17,0
"population of nolensville, tn",NUMERIC,1,6,1
what causes homemade wine to fizz after pour,DESCRIPTION,0,17,0
average salary of medical assistants in michigan,NUMERIC,1,6,1
meaning of nihaan,DESCRIPTION,0,17,0
what percentage of cases does the supreme court accept certiorari?,NUMERIC,1,-1,1
which expressed power gives the president the authority to negotiate a deal with an enemy? a. military b. judicial c. executive d. legislative,PERSON,4,-1,0
nastasia meaning name,DESCRIPTION,0,17,0
how many questions in the cpa far exam,NUMERIC,1,6,1
cost to launch business website,NUMERIC,1,6,1
what is zip code for media pa,DESCRIPTION,0,-1,0
what is the new name of the empire star wars,ENTITY,2,-1,2
does vegetable margarine contain dairy,DESCRIPTION,0,17,0
what is the average cost for an eye exam,NUMERIC,1,6,1
what is minnesota liquor sales tax,NUMERIC,1,-1,1
what is appy,DESCRIPTION,0,17,0
how far is paradise valley from is san tan valley az,NUMERIC,1,6,1
standard height of a basketball ring,NUMERIC,1,6,1
how long can pseudomonas survive on a dry surface,NUMERIC,1,6,1
what is a case study survey,DESCRIPTION,0,17,0
what is the largest lake in the world the world,ENTITY,2,-1,3
types of cereal grains,ENTITY,2,-1,2
what is recoil weight,DESCRIPTION,0,17,0
average sales tax rate tennessee,NUMERIC,1,6,1
php fatal error: uncaught error: call to undefined function mysql_close(),DESCRIPTION,0,-1,0
what's the weather at niagara falls,DESCRIPTION,0,16,0
signs symptoms of confusion,ENTITY,2,10,2
what is the prognosis for polymyalgia rh,ENTITY,2,-1,0
medical sliding scale fee schedules,NUMERIC,1,6,1
difference between alligator and croc,DESCRIPTION,0,-1,0
in what town does kourtney kardashian lives,LOCATION,3,0,3
how long does it take for muscles to heal after a workout,NUMERIC,1,6,1
who plays inferni in bright,PERSON,4,3,4
weight of fender precision bass,NUMERIC,1,6,1
what is a security account policy,DESCRIPTION,0,17,0
does the prostate secrete seminal fluid,DESCRIPTION,0,17,0
polarizable definition,DESCRIPTION,0,17,0
omental meaning,DESCRIPTION,0,17,0
uplifts definition,DESCRIPTION,0,17,0
brene brown definition of perfectionism,DESCRIPTION,0,-1,0
weather in singapore in december,DESCRIPTION,0,5,0
what level does pidgey evolve at,NUMERIC,1,-1,1
hormone receptor positive urothelial tumors,ENTITY,2,-1,2
american pickers phone number,NUMERIC,1,6,1
"type of team is generally permanent, makes a product, and decides as a team how to do the work",DESCRIPTION,0,-1,0
what is that disease called when you only see black and white,ENTITY,2,-1,0
which category of materials does concrete belong to and why?,ENTITY,2,-1,0
disturbia lyrics rihanna,ENTITY,2,-1,2
article dictionary meaning,DESCRIPTION,0,17,0
definition unconditional self-regard,DESCRIPTION,0,17,0
what is materialist reform,DESCRIPTION,0,17,0
the person who was seen by more colonists that any other individual,PERSON,4,-1,4
if i have unfriended someone on facebook how can i reinstall them,DESCRIPTION,0,-1,0
how much does it cost to go to moravian college,NUMERIC,1,6,1
how much is a helper in singapore,NUMERIC,1,6,1
difference between varchar nvarchar,DESCRIPTION,0,-1,0
what species is sarcina lutea,ENTITY,2,-1,2
how far is steamboat springs co from denver co,NUMERIC,1,6,1
how many credits does one need to graduate with an advanced regents diploma?,NUMERIC,1,6,1
is safflower the same as saffron,DESCRIPTION,0,17,0
amount of sugar in glass of red wine,NUMERIC,1,6,1
hartford hospital medical records fax number,NUMERIC,1,6,1
what foods will grow best in warmer temperatures,ENTITY,2,-1,2
does southwest airline fly to tampa,DESCRIPTION,0,-1,0
how does climate change affect orchards in ontario,DESCRIPTION,0,17,0
sexual misconduct definition federal law,DESCRIPTION,0,-1,0
average pay of a certified dialysis technician,NUMERIC,1,6,1
are male or female dobermans more aggressive,DESCRIPTION,0,-1,0
who is kelly gough,PERSON,4,3,4
what is a marine biologist,DESCRIPTION,0,17,0
what are consumer protection laws designed to do?,DESCRIPTION,0,17,0
how many feet in an acre of ground,NUMERIC,1,6,1
dominant genes definition,DESCRIPTION,0,17,0
is restless leg syndrome a neurological disorder,DESCRIPTION,0,17,0
cost to dig a two acre pond,NUMERIC,1,6,1
price for recessed lights installation,NUMERIC,1,6,1
what county is ypsilanti mi in,LOCATION,3,0,3
is corn considered carb?,DESCRIPTION,0,17,0
are any vaccinations required for europe,DESCRIPTION,0,-1,0
hennepin health claims address,LOCATION,3,-1,1
what to do when your dog is vomiting and lethargic,ENTITY,2,-1,0
weather in berlin in may,DESCRIPTION,0,5,0
freya meaning of name origin,DESCRIPTION,0,17,0
what are the laws for apartments,DESCRIPTION,0,17,0
what are the capsid proteins in yellow fever,ENTITY,2,17,2
why would a drug addict buy salt,DESCRIPTION,0,17,0
what is an irs advocate,DESCRIPTION,0,17,0
how to convert character array to int in java,DESCRIPTION,0,17,0
how to make chicken breast,DESCRIPTION,0,17,0
pa dmv contact,DESCRIPTION,0,-1,0
what was the name of the cat on pinocchio,ENTITY,2,-1,2
where is sumter county,LOCATION,3,0,3
monthly average december temperature cabo san lucas mexico,NUMERIC,1,6,1
stiff elbow causes,DESCRIPTION,0,-1,0
biggest solar projects in the world,ENTITY,2,-1,2
where is crm audit log,DESCRIPTION,0,0,3
how did the house of burgesses attract settlers,DESCRIPTION,0,17,0
how much target pay per hour,NUMERIC,1,6,1
what could cause knee pain,DESCRIPTION,0,17,0
epicondyle meaning,DESCRIPTION,0,17,0
who drives for hendrick racing,PERSON,4,3,4
what is the first day of a woman's cycle,NUMERIC,1,-1,1
what does enterobacter aerogenes growth on hektoen agar look like,DESCRIPTION,0,17,0
what is created when current flows through a wire,DESCRIPTION,0,17,0
exclusive definition economics,DESCRIPTION,0,17,0
what education is needed for obstetrician,DESCRIPTION,0,-1,0
stkl stock price,NUMERIC,1,6,1
elevated troponin in tranfused blood,DESCRIPTION,0,-1,0
weather escalante ut in december,NUMERIC,1,-1,1
what pick was giannis taken,PERSON,4,-1,4
at what speed does a tropical storm reach hurricane strength,NUMERIC,1,6,1
is gabapentin used to treat restless leg syndrome?,DESCRIPTION,0,-1,0
lic chennai customer care number,NUMERIC,1,6,1
what is intrigue,DESCRIPTION,0,17,0
what is doing business as mean,DESCRIPTION,0,17,0
what does banging mean,DESCRIPTION,0,17,0
font in code block,DESCRIPTION,0,-1,0
thyroid symptoms men,ENTITY,2,10,2
what does GMO's do for the economy,DESCRIPTION,0,17,0
how many people do not have electricity,NUMERIC,1,6,1
what is unitary government?,DESCRIPTION,0,17,0
what is an internal adjustment in financial aid,DESCRIPTION,0,17,0
shoprite average salary,NUMERIC,1,6,1
what is the texture of mold,DESCRIPTION,0,17,0
what historical lady had repeated hand washing issues,DESCRIPTION,0,-1,4
"where was automobile invented, and where is it used today?",LOCATION,3,0,3
"what was involved for an egyptian body,funeral",DESCRIPTION,0,17,0
which is the best certificate for food safety,DESCRIPTION,0,-1,0
restore dell windows 7 computer to factory settings,DESCRIPTION,0,-1,0
cal state irvine gpa requirements,DESCRIPTION,0,-1,0
what does it mean someone owns you sexually,DESCRIPTION,0,17,0
blue symbolizes what,ENTITY,2,-1,0
what is the difference between usga and pga,DESCRIPTION,0,17,0
blood test what are cretines kinase total serum,DESCRIPTION,0,-1,0
difference between anaerobic respiration and fermentation,DESCRIPTION,0,-1,0
"where is newberry ,michigan",LOCATION,3,0,3
differences between compact and spongy bone that can be seen,DESCRIPTION,0,-1,0
what does athero mean,DESCRIPTION,0,17,0
what company bought via chip maker,PERSON,4,-1,2
how long were the early christians persecuted in rome,NUMERIC,1,6,1
when did the predators change their uniform colors,NUMERIC,1,6,1
what county is the city of tuolumne ca in,LOCATION,3,0,3
how long can mushrooms be refrigerated?,NUMERIC,1,6,1
what constitutes a liquor,DESCRIPTION,0,17,0
how to recover deleted files from samsung galaxy s5,DESCRIPTION,0,17,0
martinize definition,DESCRIPTION,0,17,0
what information would indicate an airborne disease?,ENTITY,2,-1,0
are tea bags good for boils,DESCRIPTION,0,17,0
traffic offences meaning,DESCRIPTION,0,-1,0
what kinesiologist stressed the importance of science and experiment in exercise physiology,DESCRIPTION,0,-1,0
nc insurance regulations require how many estimates for a claim,NUMERIC,1,6,1
what is echo of the heart,DESCRIPTION,0,17,0
contracts definition science,DESCRIPTION,0,17,0
how long does an average refrigerator last,NUMERIC,1,6,1
what is hawaii population,NUMERIC,1,-1,1
can chewing nicorette cause skin problems?,DESCRIPTION,0,17,0
what does liposuction cost,DESCRIPTION,0,-1,0
can minocycline treat uti,DESCRIPTION,0,17,0
how old is moana from the movie moana,NUMERIC,1,6,1
how long does trademark protection continue,NUMERIC,1,6,1
list of cities in arkansas,LOCATION,3,-1,3
"what county is weatherford, tx?",LOCATION,3,0,3
how far is wilmer hutchins from dallas,NUMERIC,1,6,1
virectin how many pills do you have to take,NUMERIC,1,6,1
what does track,DESCRIPTION,0,17,0
dental fee schedule,NUMERIC,1,6,1
where can a 14 year old work during the summer,LOCATION,3,0,3
what is the cell walls of plant cells that contains biomolecule,ENTITY,2,-1,2
how does a general schedule employee request a desk audit,DESCRIPTION,0,17,0
is insulin given when blood sugar is low,DESCRIPTION,0,-1,0
calorie content of rum,NUMERIC,1,6,1
how much does dairy queen pay hourly,NUMERIC,1,6,1
what was the truman doctrine and how did it cause a controversy,DESCRIPTION,0,17,0
which wavelength of light is capable of penetrating the dust of a nebula?,DESCRIPTION,0,-1,0
this is us nbc opening,PERSON,4,-1,4
how to bake zucchini slices,DESCRIPTION,0,17,0
toll free dish network number,NUMERIC,1,6,1
cost of rv rental space,NUMERIC,1,6,1
what county is northville twp mi in,LOCATION,3,0,3
cancer symptoms in cats,ENTITY,2,10,2
what is vocal talent,DESCRIPTION,0,17,0
what city in the madonna inn in ca,LOCATION,3,0,3
why do birds fight,DESCRIPTION,0,17,0
what role did sir henry parkes he have for federation,DESCRIPTION,0,-1,0
how much does it cost to own a horse per year,NUMERIC,1,6,1
infiniti navigation system manual,NUMERIC,1,-1,0
who is bond counsel,PERSON,4,3,4
where are regions bank routing number located,LOCATION,3,0,3
how much do accountants make per year,NUMERIC,1,6,1
when will others feel my baby kick,NUMERIC,1,6,1
how many mpg does a saturn vue get,NUMERIC,1,6,1
how long to charge a flat car battery,NUMERIC,1,6,1
is it necessary to back up icloud storage,DESCRIPTION,0,17,0
elmhurst is in what county,LOCATION,3,0,3
function and domain khan academy,DESCRIPTION,0,-1,0
what bones are in musculoskeletal system,DESCRIPTION,0,-1,2
strep throat incubation period after exposure,NUMERIC,1,-1,1
what is an anglo american,DESCRIPTION,0,17,0
how to calculate the distance between two points on earth,NUMERIC,1,17,0
what is a shawarma,DESCRIPTION,0,17,0
does anxiety cause tightness in the face,DESCRIPTION,0,17,0
how much does cosmetology school cost,NUMERIC,1,6,1
how to set inetrnet explorer as the default home page,DESCRIPTION,0,17,0
what is a liquidation policy,DESCRIPTION,0,17,0
was the movie valkyrie true,ENTITY,2,-1,0
how long should you hold a stretch?,NUMERIC,1,6,1
watercress changes how wine and alcohol taste,DESCRIPTION,0,-1,0
define moctezuma,DESCRIPTION,0,17,0
can linebacker tackle wide receiver,DESCRIPTION,0,-1,0
what is margin and option trading,DESCRIPTION,0,17,0
what healthy things not to eat,ENTITY,2,-1,2
what's been the hottest day in corvallis so this week,NUMERIC,1,-1,1
what does concrete cost per square foot installed,NUMERIC,1,6,1
2 adjectives for the word Vikings,DESCRIPTION,0,-1,0
what does convulsions mean,DESCRIPTION,0,17,0
can colostrum cause constipation,DESCRIPTION,0,17,0
what county is lake peekskill in,LOCATION,3,0,3
how big is the world's largest hailstone,NUMERIC,1,6,1
als meaning medical,DESCRIPTION,0,-1,0
scan into onenote 2013 using evernote scanner,DESCRIPTION,0,-1,0
what is the omen of a moth,ENTITY,2,-1,0
what are the importance of audit charter,DESCRIPTION,0,17,0
what is a rhombus?,DESCRIPTION,0,17,0
what is the cfda & us government',DESCRIPTION,0,17,0
what is equine ewt vaccination?,DESCRIPTION,0,17,0
most popular rotmg server,ENTITY,2,-1,2
synonyms of shakos,ENTITY,2,-1,2
is organic food non gmo,DESCRIPTION,0,17,0
1 large egg equals how many medium eggs,NUMERIC,1,6,1
imprest cash account definition,DESCRIPTION,0,17,0
who is tina s,PERSON,4,3,4
was born to the purple,DESCRIPTION,0,-1,4
average pay for a solo truck driver,NUMERIC,1,6,1
what is the role of a secretary in a water sports department,DESCRIPTION,0,17,0
is narcissism a progressive illness,DESCRIPTION,0,17,0
what type of art is in indonesia,DESCRIPTION,0,-1,2
foods for lowering cholesterol naturally,ENTITY,2,7,2
rna dependent dna polymerase,DESCRIPTION,0,-1,0
how much do masters in accounting make,NUMERIC,1,6,1
what is the difference between the pancreas and liver,DESCRIPTION,0,17,0
what is a novella book,ENTITY,2,17,0
"fuel oil with density of .8, how many litres",NUMERIC,1,6,1
can you use a bike rack for luggage,DESCRIPTION,0,17,0
how long can kimchi go unrefrigerated,NUMERIC,1,6,1
define comity,DESCRIPTION,0,17,0
what is a quotation in art,DESCRIPTION,0,17,0
what is a case file,DESCRIPTION,0,17,0
what is the biggest file size x,NUMERIC,1,6,1
what is the maximum salary for cpp,NUMERIC,1,6,1
who is the texas health resources chief compliance officer,PERSON,4,3,4
what exercise equipment is good for fibromyalgia,DESCRIPTION,0,-1,2
why did great britain declare war on nazi germany,DESCRIPTION,0,17,0
what cause hand sores,DESCRIPTION,0,17,0
how to determine required vacuum,DESCRIPTION,0,17,0
garage door torsion spring replacement cost,NUMERIC,1,6,1
how long does it take to write a lesson plan for training,NUMERIC,1,6,1
elastic limit definition by hooke,DESCRIPTION,0,-1,0
can you correct color blindness,ENTITY,2,17,0
bogoslof island what kind of volcano,DESCRIPTION,0,-1,2
how do you cook sweet potatoes in the microwave,DESCRIPTION,0,17,0
what is the commonest tree in britain,ENTITY,2,-1,2
average gpa jmu graduate,NUMERIC,1,6,1
what to use for concrete floor leveler,DESCRIPTION,0,-1,0
how long does gopro hero session battery last,NUMERIC,1,6,1
definition of residuals,DESCRIPTION,0,17,0
what arteries make up the circle of willis,DESCRIPTION,0,-1,2
is nipple pain normal with breastfeeding,DESCRIPTION,0,17,0
which insulation batt rating to use,DESCRIPTION,0,-1,0
what is balance of a picture,DESCRIPTION,0,17,0
what is yard equal to by volume,NUMERIC,1,6,1
what does attn: mean,DESCRIPTION,0,17,0
what is maracuja oil,DESCRIPTION,0,17,0
difference between a gene and DNA,DESCRIPTION,0,17,0
wallach law sarasota,DESCRIPTION,0,-1,0
difference between a lecture and discussion class,DESCRIPTION,0,-1,0
cost per round bail,NUMERIC,1,6,1
what is a renaissance woman,PERSON,4,17,0
what is involved with draining a cyst on left kidney,DESCRIPTION,0,17,0
how long does it take for extended release adderall,NUMERIC,1,6,1
what is the maximum monthly social security benefit,NUMERIC,1,6,1
what is kenning in beowulf quizlet,DESCRIPTION,0,17,0
biblical definition of sober minded,DESCRIPTION,0,-1,0
how old does an object have to be to be an antique,NUMERIC,1,6,1
what is the statute of limitations for bodily injury claims occurring in florida,DESCRIPTION,0,-1,0
why is tor browser so hard to set up?,DESCRIPTION,0,17,0
wholesale vs retail definition,DESCRIPTION,0,-1,0
in what county is sharps chapel tn,LOCATION,3,0,3
when do concerts end at barclays center,NUMERIC,1,6,1
how long are masters nursing programs,NUMERIC,1,6,1
who is canada's leader,PERSON,4,3,4
introverted personality definition,DESCRIPTION,0,17,0
how much does the peace corps pay,NUMERIC,1,6,1
how to extend time to serve papers,DESCRIPTION,0,17,0
foreign policy deference definition,DESCRIPTION,0,17,0
what the meaning of trigger,DESCRIPTION,0,17,0
symptoms of mediastinal mass,ENTITY,2,10,2
what does dystopian mean,DESCRIPTION,0,17,0
what is educational symposium,DESCRIPTION,0,17,0
what documents do you need to enter canada,DESCRIPTION,0,-1,2
what military base in by orlando fl,PERSON,4,0,3
which part of the brain controls the micturition reflex?,DESCRIPTION,0,-1,0
what is spackle used for,DESCRIPTION,0,17,0
what greeting for lawyer,DESCRIPTION,0,-1,0
how long is land's end trail,NUMERIC,1,6,1
where does acupuncture come from,LOCATION,3,0,3
combining form meaning head,DESCRIPTION,0,17,0
what is an iop check,DESCRIPTION,0,17,0
what credit score do car loans look at,NUMERIC,1,6,1
what time of night do skunks become active,NUMERIC,1,-1,1
what heritage is the last name allison from,LOCATION,3,-1,4
how to add speed dial in cisco phone,DESCRIPTION,0,17,0
can puppies be from different dads,DESCRIPTION,0,17,0
how to make a tie knot,DESCRIPTION,0,17,0
average unit price caulfield,NUMERIC,1,6,1
who was king james i,PERSON,4,3,4
how long can hamburger be refrigerated,NUMERIC,1,6,1
granulated sugar definition,DESCRIPTION,0,17,0
how long should pork tenderloin rest,NUMERIC,1,6,1
tennis poses,DESCRIPTION,0,-1,0
what drink has the least carbs,ENTITY,2,-1,2
what is manifest functions in sociology,DESCRIPTION,0,17,0
what is the mark-up for contract workers wages,DESCRIPTION,0,-1,0
what is a statement of work? what purpose does it serve?,DESCRIPTION,0,17,0
what is what is mexican medley,DESCRIPTION,0,17,0
where was blue ivy born,LOCATION,3,0,3
what is ro sham bo,DESCRIPTION,0,17,0
what does a text message mms mean,DESCRIPTION,0,17,0
what is reps,DESCRIPTION,0,17,0
afghanistan what do they speak,DESCRIPTION,0,-1,0
who played snow white in disney's animated feature,PERSON,4,3,4
what does roll option mean,DESCRIPTION,0,17,0
what is the degree that has to do with news reporting,DESCRIPTION,0,17,0
what type of research uses qualitative and quantitative methods?,DESCRIPTION,0,-1,0
where is nagasaki,LOCATION,3,0,3
how long does it take to become a cna,NUMERIC,1,6,1
how long must someone be sponsored to become a u.s. citizen,NUMERIC,1,6,1
ark survival evolved tranq dart item number,NUMERIC,1,6,1
when did margaret thatcher die,NUMERIC,1,6,1
how to change numbers to small squared or cubed in excel 2013,DESCRIPTION,0,17,0
how to backup samsung galaxy s5 to computer,DESCRIPTION,0,17,0
what is a period in physics,DESCRIPTION,0,17,0
eight to the bar band schedule,DESCRIPTION,0,-1,1
types of seizure syndromes,ENTITY,2,-1,2
spring bottom retainer cost,NUMERIC,1,6,1
allocation means,DESCRIPTION,0,17,0
definition of rash,DESCRIPTION,0,17,0
cost estimate for laying tile per square foot,NUMERIC,1,6,1
what composes fecal matter?,DESCRIPTION,0,-1,0
average cost of old house removal,NUMERIC,1,6,1
how to cook dumplings in a bamboo steamer,DESCRIPTION,0,17,0
which part(s) of the neuron can conduct an action potential?,DESCRIPTION,0,-1,0
what happens if a human gets worms,DESCRIPTION,0,17,0
atomic number for silicon,NUMERIC,1,6,1
are recessive genes weaker than dominant genes,DESCRIPTION,0,17,0
how much do maintenance workers at walmart make,NUMERIC,1,6,1
is speech delay a disability,DESCRIPTION,0,17,0
how much does an it person make an hour,NUMERIC,1,6,1
food containing vitamin b6 b12,ENTITY,2,-1,2
time difference between san francisco and UK,DESCRIPTION,0,-1,0
hOW DO i KNOW IF i AM CONNECTING WIRELESSLY OR WIRED,DESCRIPTION,0,17,0
melasma causes,DESCRIPTION,0,-1,0
what are the structures that bind together to form a dna strand?,DESCRIPTION,0,-1,0
what are the types of laws that facilitate tim,DESCRIPTION,0,17,0
what is the return on asset ratio,DESCRIPTION,0,-1,1
where is fort mcnair located,LOCATION,3,0,3
what chemicals are in metformin,ENTITY,2,-1,2
what is federal recovery charge for internet services,DESCRIPTION,0,6,1
what does it mean when you dream about dogs,DESCRIPTION,0,17,0
when do you trim ornamental trees,NUMERIC,1,6,1
who voices nathan drake,PERSON,4,3,4
how long to treat pulmonary embolism with warfarin,NUMERIC,1,6,1
diseases caused by protozoa in animals,ENTITY,2,-1,2
saviya name meaning,DESCRIPTION,0,17,0
dwp switchboard number,NUMERIC,1,6,1
how much do audible books cost,NUMERIC,1,6,1
what is ig on a pill,DESCRIPTION,0,17,0
circuit definition,DESCRIPTION,0,17,0
saturation chemistry definition,DESCRIPTION,0,17,0
what brand is skin so soft,ENTITY,2,-1,2
tax code for 74 yr old male,NUMERIC,1,-1,1
when is it best to see northern lights from iceland,NUMERIC,1,6,1
"where is hamilton, ma",LOCATION,3,0,3
what file type is chrome?,DESCRIPTION,0,-1,0
what can prevent suicide,DESCRIPTION,0,17,0
axilla abscess ultrasound,DESCRIPTION,0,-1,0
what is selection approach,DESCRIPTION,0,17,0
which version php hosting does go daddy use?,ENTITY,2,-1,2
how many levels of federal courts are there?,NUMERIC,1,6,1
why does my ps4 graphics look bad,DESCRIPTION,0,17,0
what is lafayette's full name,DESCRIPTION,0,-1,2
where is the consulate for columbia in california,LOCATION,3,0,3
what do you call supernatant from virally infected cells culture,DESCRIPTION,0,-1,0
when did the south secede from the north,NUMERIC,1,6,1
when will be next momma b book be written,NUMERIC,1,6,1
what to serve with cold poached salmon,ENTITY,2,-1,0
where does cellular respiration occur take place inside the cell,LOCATION,3,0,3
what part of the neuron is a long cytoplasmic process capable of propagating an action potential?,DESCRIPTION,0,-1,0
who is the president of the dominican republic,PERSON,4,3,4
passed grade counts as what letter grade,NUMERIC,1,6,1
define advertising media,DESCRIPTION,0,17,0
cost of chlorine per gallon,NUMERIC,1,6,1
what temp does food spoil,NUMERIC,1,6,1
what area code 412,LOCATION,3,-1,1
where does progressive insurance bank?,LOCATION,3,0,3
urogyn chicago nurse practitioner,DESCRIPTION,0,-1,4
average age of a nursing home administrator,NUMERIC,1,6,1
what is strategic intelligence,DESCRIPTION,0,17,0
how to put mla style last name page number with word 2003,DESCRIPTION,0,17,0
what color is whey,ENTITY,2,8,2
how long to cook a potato in the oven at 350,NUMERIC,1,6,1
how to tune your ear to piano,DESCRIPTION,0,17,0
what causes hoea,DESCRIPTION,0,17,0
what is the maximum interval for pausing chest compressions,NUMERIC,1,6,1
what product does sciton microlaserpeel?,ENTITY,2,-1,2
what is a curatorial assistant,DESCRIPTION,0,17,0
when is the wine and food festival at epcot,NUMERIC,1,6,1
how do i find a homeless woman to date,DESCRIPTION,0,17,0
what is a standard ssl renewal,DESCRIPTION,0,17,0
when are ohio sales tax due,NUMERIC,1,6,1
is lime torrent still free,DESCRIPTION,0,17,0
who was first to discover oil in pennsylvania,PERSON,4,3,4
convert lumens to watts,DESCRIPTION,0,-1,0
most baseballs held in one hand,ENTITY,2,-1,2
who played sam witwicky,PERSON,4,3,4
how many milligrams of gabapentin can you take at once,NUMERIC,1,6,1
libor bba definition,DESCRIPTION,0,17,0
what did curry shoot on day two,DESCRIPTION,0,-1,0
insurance jobs average salary,NUMERIC,1,6,1
who is the new wonder woman actress,PERSON,4,3,4
hof definition,DESCRIPTION,0,17,0
what is bibliotherapy powerpoint,DESCRIPTION,0,17,0
population demographics for kaufman tx,NUMERIC,1,-1,1
what nationality is Thomas?,DESCRIPTION,0,-1,2
is black coral made from lava,DESCRIPTION,0,-1,0
what is bpa discount,DESCRIPTION,0,17,0
how far is dallas to conway,NUMERIC,1,6,1
most popular political issues,DESCRIPTION,0,-1,2
what does uncured ham mean,DESCRIPTION,0,17,0
where is the antimeridian,LOCATION,3,0,3
what does ballot box mean,DESCRIPTION,0,17,0
what's the temperature in spokane,NUMERIC,1,6,1
who wrote girl on a train,PERSON,4,3,4
what is operating system apple os,DESCRIPTION,0,17,0
when is valentine day,NUMERIC,1,6,1
what are male ants called,ENTITY,2,-1,2
how long does it take to pickle a pepper,NUMERIC,1,6,1
how to fix a netgear router that keep dropping connection WGR614,DESCRIPTION,0,17,0
how old do a baby start sitting up,NUMERIC,1,6,1
what happend to concord,DESCRIPTION,0,-1,0
how to delegate effectively,DESCRIPTION,0,17,0
cost report data,NUMERIC,1,-1,1
what's the forecast for harvard illinois,NUMERIC,1,6,1
causes of dog regurgitation,DESCRIPTION,0,18,0
cinematic hit sound effect,DESCRIPTION,0,-1,0
what is intent,DESCRIPTION,0,17,0
what is sharkbite,DESCRIPTION,0,17,0
explanation on how linux prevent corruption,DESCRIPTION,0,-1,0
how does xanax help anxiety,DESCRIPTION,0,17,0
baby name lina pronunciation,DESCRIPTION,0,-1,0
from what cells do myeloid stem cells originate,DESCRIPTION,0,-1,2
what tool to use in mac to connect to a linux machine,ENTITY,2,-1,0
where in a cell is chitin,LOCATION,3,0,3
height of washington monument,NUMERIC,1,6,1
what does it mean if you joke about suicide mental health,DESCRIPTION,0,17,0
which type of cells contribute to humoral immunity,DESCRIPTION,0,-1,0
what is the breeding progress in zoos,ENTITY,2,-1,0
what causes your appendix to rupture,DESCRIPTION,0,17,0
how to get a dc non id card,DESCRIPTION,0,17,0
add accounting number format excel,DESCRIPTION,0,-1,0
causes and types of blood cancer,DESCRIPTION,0,-1,0
how to get rid of small c section overhang,DESCRIPTION,0,17,0
what is the name of the artery that delivers blood to kidney,ENTITY,2,-1,2
what does it mean when a label says a good source of calcium,DESCRIPTION,0,17,0
is sepsis a viral infection,DESCRIPTION,0,17,0
